id,question,prompt,raw_response,answer
52-0131,"pH là một thông số quan trọng của nước uống, vì:","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
pH là một thông số quan trọng của nước uống, vì:

A. pH có tác dụng làm giảm virus và các vi khuẩn
B. pH ảnh hưởng đến chất lượng hoá học của nước uống
C. pH ảnh hưởng đến tất cả các quá trình xử lý nước
D. pH ảnh hưởng đến mùi, vị của nước uống
E. pH ảnh hưởng đến lượng oxi hòa tan trong nước
Đáp án: ",B,B
52-0132,Chất rắn hoà tan ảnh hưởng đến tính chất nào sau đây của nước:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Chất rắn hoà tan ảnh hưởng đến tính chất nào sau đây của nước:

A. pH
B. Làm nước vẩn đục
C. Gây nên mùi vị khó chịu
D. Nhiệt độ nước
E. Khử trùng nước
Đáp án: ",A,A
52-0133,Yếu tố lý học nào sau đây ảnh hưởng mạnh đến tính chất vệ sinh nước uống:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Yếu tố lý học nào sau đây ảnh hưởng mạnh đến tính chất vệ sinh nước uống:

A. pH
B. Độ đục
C. Mùi, vị
D. Nhiệt độ nước
E. Màu sắc
Đáp án: ",B,B
52-0134,Người ta dùng chất hữu cơ làm chất chỉ điểm nhiễm bẩn của nước là vì yếu tố nào sau đây:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Người ta dùng chất hữu cơ làm chất chỉ điểm nhiễm bẩn của nước là vì yếu tố nào sau đây:

A. Chất hữu cơ thường có mặt trong nước thải
B. Chất hữu cơ là sản phẩm phân giải của sinh vật
C. Nước là nơi tiếp nhận nhiều chất thải hữu cơ
D. Chất hữu cơ thường chứa mầm bệnh và chất độc
E. Dễ dàng phát hiện chất hữu cơ trong nước
Đáp án: ",A,A
52-0135,Yếu tố nào sau đây không phải là chất hữu cơ dễ phân huỷ sinh học:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Yếu tố nào sau đây không phải là chất hữu cơ dễ phân huỷ sinh học:

A. Phân người
B. Chất mùn
C. Nước tiểu
D. Nước thải sản xuất
E. Chất thải thực vật và động vật
Đáp án: ",D,D
52-0136,"Được gọi là chất hữu cơ dễ phân huỷ sinh học, do yếu tố nào sau đây quyết định:","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Được gọi là chất hữu cơ dễ phân huỷ sinh học, do yếu tố nào sau đây quyết định:

A. Chất hữu cơ có thời gian tồn tại trong nước ngắn
B. Chất hữu cơ dễ bị phân huỷ bởi sự oxi hoá
C. Chất hữu cơ dễ bị vi sinh vật phân huỷ
D. Chất hữu cơ dễ bị oxi hoá bởi hoá chất
E. Chất hữu cơ dễ bị sinh vật phù du tiêu thụ
Đáp án: ",C,C
52-0137,Chất nào sau đây không phải là chất hữu cơ khó phân huỷ:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Chất nào sau đây không phải là chất hữu cơ khó phân huỷ:

A. DDT
B. PolyClorinat biphenyl (PCB)
C. Dioxin
D. Chất thải từ xí nghiệp Dược
E. Chất thải từ khách sạn
Đáp án: ",E,E
52-0138,Điểm khác biệt nhau giữa BOD và COD là (tìm ý kiến sai),"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Điểm khác biệt nhau giữa BOD và COD là (tìm ý kiến sai)

A. BOD chỉ dùng để đo chất hữu cơ dễ phân huỷ sinh học
B. COD chỉ dùng để đo chất hữu cơ khó phân huỷ
C. COD dùng hoá chất để oxi hoá chất hữu cơ
D. BOD dùng vi sinh vật để oxi hoá chất hữu cơ
E. BOD dễ thực hiện và COD khó thực hiện
Đáp án: ",E,E
52-0139,BOD là một số đo của:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
BOD là một số đo của:

A. Hàm lượng oxygen hoà tan trong nước
B. Tốc độ tiêu thụ oxygen bởi vi sinh vật hiện diện trong mẫu nước
C. Tốc độ tiêu thụ oxygen bởi hoá chất hiện diện trong mẫu nước
D. Hiệu lực của một trạm xử lý nước thải
E. Số nguồn thải đổ vào nước sông
Đáp án: ",B,B
52-0140,Điểm khác biệt nhau giữa NH_{3} và NH_{4}^{+} là:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Điểm khác biệt nhau giữa NH_{3} và NH_{4}^{+} là:

A. NH_{3} là sản phẩm phân giải của chất hữu cơ thực vật và NH_{4}^{+} là sản phẩm do phân giải chất hữu cơ động vật
B. Nước có pH > 7: amoniac tồn tại ở dạng NH_{3} và khi pH < 7, amoniac tồn tại ở dạng NH_{4}^{+}
C. NH_{3} kém bền và NH_{4}^{+} bền trong nước
D. NH_{3} chỉ điểm nhiễm bẩn chất hữu cơ thực vật và NH_{4}^{+} chỉ điểm nhiễm bẩn chất hữu cơ động vật
E. NH_{3} dễ hấp thu vào cơ thể người và NH_{4}^{+} ngược lại
Đáp án: ",B,B
52-0141,Hàm lượng nitrat trong nước mặt cao là do nguyên nhân nào sau đây:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Hàm lượng nitrat trong nước mặt cao là do nguyên nhân nào sau đây:

A. Do quá trình oxi hoá chất hữu cơ
B. Do vi khuẩn hiếu khí oxi hoá nitrit
C. Do cấu tạo địa chất của vùng
D. Do nhiễm bẩn chất thải chứa phân bón vô cơ
E. Do quá trình phân giải amoniac
Đáp án: ",D,D
52-0142,Sử dụng nguồn nước có hàm lượng NO_{3} trong nước > 20 mg/l sẽ ảnh xấu đến sức khoẻ của:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Sử dụng nguồn nước có hàm lượng NO_{3} trong nước > 20 mg/l sẽ ảnh xấu đến sức khoẻ của:

A. Người già (> 70 tuổi)
B. Trẻ nhỏ bú sữa bình
C. Các bà mẹ đang cho con bú sữa mẹ
D. Bệnh nhân tiểu đường
E. Người mắc chứng kiềm dạ dày
Đáp án: ",B,B
52-0143,"Hàm lượng nitrat trong nước ngầm thường cao hơn nước mặt, vì lý do nào sau đây:","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Hàm lượng nitrat trong nước ngầm thường cao hơn nước mặt, vì lý do nào sau đây:

A. Lượng oxi hòa tan trong nước ngầm thấp hơn nước mặt
B. Do cấu tạo địa chất mang lại
C. Vi khuẩn kị khí phát triển mạnh trong nước ngầm
D. Nguồn nước bị nhiễm bẩn hóa chất bảo vệ thực vật
E. Vi khuẩn hiếu khí phát triển mạnh trong nước giếng
Đáp án: ",D,D
52-0144,Tính chất vệ sinh quan trọng của chất hữu cơ đối với nước uống là:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Tính chất vệ sinh quan trọng của chất hữu cơ đối với nước uống là:

A. Chất hữu cơ mang mầm bệnh
B. Chất hữu cơ hấp phụ chất bẩn
C. Chất hữu cơ là chỉ điểm cho sự nhiễm bẩn của nước
D. Chất hữu cơ chứa nhiều chất độc
E. Chất hữu cơ hấp phụ hoá chất bảo vệ thực vật
Đáp án: ",C,C
52-0145,"Một mẫu nước với kết quả xét nghiệm như sau:
- Chất hữu cơ: 3,8 mgO2/L. - Amoniac: 1,2 mg/L
- Nitrit: 0,23 mg/L. Nitrat: 0,8 mg/L
Mẫu nước này được đánh giá là:","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Một mẫu nước với kết quả xét nghiệm như sau:
- Chất hữu cơ: 3,8 mgO2/L. - Amoniac: 1,2 mg/L
- Nitrit: 0,23 mg/L. Nitrat: 0,8 mg/L
Mẫu nước này được đánh giá là:

A. Nhiễm bẩn lâu ngày
B. Mới bị nhiễm bẩn
C. Nhiễm bẩn vừa phải
D. Nhiễm bẩn nặng chất hữu cơ
E. Nhiễm bẩn nặng phân người và động vật
Đáp án: ",B,B
52-0146,Quá trình phân giải amoniac thành nitrit là do yếu tố nào thực hiện:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Quá trình phân giải amoniac thành nitrit là do yếu tố nào thực hiện:

A. Oxi hoá
B. Khử
C. Vi khuẩn kị khí
D. Vi khuẩn hiếu khí
E. Vi khuẩn thiếu khí
Đáp án: ",D,D
52-0147,Hàm lượng NaCl trong nước bề mặt cao là do yếu tố nào:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Hàm lượng NaCl trong nước bề mặt cao là do yếu tố nào:

A. Cấu tạo địa chất
B. Nhiễm bẩn hoá chất bảo vệ thực vật
C. Nhiễm bẩn vi sinh vật
D. Nhiễm bẩn dịch thể động vật
E. Nhiễm bẩn chất thải công nghiệp
Đáp án: ",A,A
52-0148,"Hàm lượng NaCl trong nước uống là một chỉ điểm vệ sinh, vì lý do nào sau đây:","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Hàm lượng NaCl trong nước uống là một chỉ điểm vệ sinh, vì lý do nào sau đây:

A. NaCl là sản phẩm thối rửa của sinh vật
B. NaCl do chất thải công nghiệp mang lại
C. Hầu hết các dịch thể động vật đều chứa nhiều NaCl
D. Nước mặt dễ bị nhiễm mặn (ảnh hưởng của thủy triều)
E. NaCl có mặt thường xuyên trong nước thải
Đáp án: ",E,E
52-0149,Hàm lượng photphat và sunfat trong nước cao là do nguyên nhân nào:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Hàm lượng photphat và sunfat trong nước cao là do nguyên nhân nào:

A. Nhiễm bẩn phân hoặc nước tiểu
B. Nhiễm bẩn chất thải công nghiệp
C. Do ảnh hưởng thuỷ triều
D. Nhiễm bẩn hoá chất bảo vệ thực vật
E. Do nước chảy tràn mang lại
Đáp án: ",B,B
52-0150,Tiêu chuẩn vệ sinh của photphat và sunfat trong nước uống là:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Tiêu chuẩn vệ sinh của photphat và sunfat trong nước uống là:

A. Photphat: 0,5g/lít và sunfat: 1,0g/lít
B. Photphat: 1,5g/lít và sunfat: 1,0g/lít
C. Photphat: 0,5g/lít và sunfat: 1,5g/lít
D. Photphat: 1,5g/lít và sunfat: 0,5g/lít
E. Photphat: 0,5g/lít và sunfat: 1,5g/lít
Đáp án: ",C,C
52-0151,Sự có mặt của chất sắt trong nước với hàm lượng cao là:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Sự có mặt của chất sắt trong nước với hàm lượng cao là:

A. Nguồn cung cấp sắt cho cơ thể
B. Làm cho nước có mùi hôi, có vị tanh kim loại
C. Gây chứng bệnh táo bón cho người sử dụng nước
D. Gây nhiều trở ngại cho người sử dụng nước
E. Câu B & câu D
Đáp án: ",E,E
52-0152,"Trong nước giếng, phèn sắt tồn tại ở dạng nào sau đây","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Trong nước giếng, phèn sắt tồn tại ở dạng nào sau đây

A. Fe^{3+} và Fe^{2+}
B. Fe_{2}O_{3}
C. FeSO_{4}
D. Fe(HCO_{3})_{2}
E. Fe_{2}(SO_{4})_{3}
Đáp án: ",D,D
52-0153,Độ cứng trong nước phụ thuộc vào yếu tố nào sau đây,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Độ cứng trong nước phụ thuộc vào yếu tố nào sau đây

A. Chất thải sinh hoạt
B. Độ pH và độ kiềm
C. Hàm lượng chất hữu cơ
D. Thuỷ triều xâm nhập vào nước mặt
E. Hàm lượng oxi hoà tan trong nước
Đáp án: ",B,B
52-0154,Độ cứng trong nước cao gây trở ngại cho việc sử dụng nước là do yếu tố nào sau đây:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Độ cứng trong nước cao gây trở ngại cho việc sử dụng nước là do yếu tố nào sau đây:

A. Tạo nên kết cặn ở dụng cụ đun nấu
B. Làm cho nước có mùi hôi, có vị khó chịu
C. Gây chứng bệnh táo bón cho người sử dụng nước
D. Tỷ lệ sâu răng ở trẻ em cao
E. Làm giảm lượng fluor trong nước
Đáp án: ",A,A
52-0155,Amoniac xuất hiện trong nước là do nguyên nhân nào sau đây:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Amoniac xuất hiện trong nước là do nguyên nhân nào sau đây:

A. Do chất thải sinh hoạt mang lại
B. Nguồn nước bị bẩn chất thải công nghiệp
C. Do quá trình phân giải chất hữu cơ
D. Do nhiễm bẩn hoá chất bảo vệ thực vật
E. Cấu tạo địa chất mang lại
Đáp án: ",C,C
52-0156,Bệnh rỗ xương gây ra cho người sử dụng nguồn nước có hàm lượng fluor nào sau đây:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Bệnh rỗ xương gây ra cho người sử dụng nguồn nước có hàm lượng fluor nào sau đây:

A. = 0,7 mg/L
B. = 1 mg/L
C. > 1,5 mg/L
D. > 5 mg/L
E. \leq 1 mg/L
Đáp án: ",C,C
52-0157,Chỉ số nào sau đây được sử dụng để đánh giá mẫu nước mới bị nhiễm phân:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Chỉ số nào sau đây được sử dụng để đánh giá mẫu nước mới bị nhiễm phân:

A. Clotridium perfringens
B. Bacteriophages
C. Escherichia coli
D. Total coli forms
E. Campylobacter
Đáp án: ",C,C
52-0158,Nhu cầu nước uống của trẻ em (cân nặng khoảng 5 kg) là:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Nhu cầu nước uống của trẻ em (cân nặng khoảng 5 kg) là:

A. 0,5 lít
B. 1 lít
C. 0,75 lít
D. 1,5 lít
E. 2 lít
Đáp án: ",B,B
52-0159,Điểm khác biệt chủ yếu giữa total coliorms và fecal coliforms là:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Điểm khác biệt chủ yếu giữa total coliorms và fecal coliforms là:

A. Total coliorms không gây bệnh, fecal coliorms gây bệnh ỉa chảy
B. Total coliorms lên men đường lactose, fecal coliorms không lên men đường lactose
C. Fecal coliorms thường xuyên có mặt trong phân người và động vật máu nóng, total coliorms chỉ có mặt ở bên ngoài môi trường bị nhiễm bẩn
D. Fecal coliorms là nhóm vi khuẩn chịu nhiệt, ngược lại total coliorms không chịu nhiệt
E. Fecal coliforms thường xuyên có mặt trong phân người và động vật máu nóng, total coliorms vừa có mặt trong phân, vừa có mặt trong nước cống, rác bẩn, nước thải sinh hoạt
Đáp án: ",E,E
